#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
data/genomes/EHEC_EDL933.fasta	NC_002655.2	244079	245388	-	tssA	1-1310/1353	===============	0/0	96.82	99.39	vfdb	WP_001087735	(tssA) Type VI secretion system protein TssA [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	245399	247299	-	tssM	2-1902/1902	===============	0/0	99.95	98.58	vfdb		(tssM) Type VI secretion system protein TssM [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	247294	248951	-	tssM	1-1630/1680	========/======	1/28	97.02	95.78	vfdb	WP_011310140	(tssM) Type VI secretion system protein TssM [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	248970	250381	-	tssA	1-1413/1413	========/======	3/3	99.86	91.02	vfdb	WP_001240533	(tssA) Type VI secretion system protein TssA [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	251126	253897	-	clpV/tssH	1-2778/2778	========/======	1/6	99.78	96.44	vfdb		(clpV/tssH) Type VI secretion system ATPase ClpV/TssH [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	253906	254667	-	tssL	1-762/762	===============	0/0	100.00	98.56	vfdb	WP_000343289	(tssL) Type VI secretion system protein TssL [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	254672	256003	-	tssK	1-1330/1330	========/======	1/2	100.00	96.62	vfdb		(tssK) Type VI secretion system protein TssK [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	256006	256530	-	tssJ	1-525/525	===============	0/0	100.00	98.67	vfdb	WP_001080148	(tssJ) Type VI secretion system protein TssJ [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	256527	257807	-	fha	1-1281/1281	===============	0/0	100.00	98.91	vfdb	WP_001113715	(fha) Type VI secretion system protein Fha [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	257832	258914	-	tssG	1-1083/1083	===============	0/0	100.00	99.35	vfdb	WP_000348788	(tssG) Type VI secretion system protein TssG [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	258878	260728	-	tssF	1-1851/1851	===============	0/0	100.00	99.30	vfdb	WP_000393837	(tssF) Type VI secretion system protein TssF [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	261152	262627	-	tssC	1-1476/1476	===============	0/0	100.00	99.53	vfdb		(tssC) Type VI secretion system protein TssC [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	262937	263437	-	tssB	1-501/501	===============	0/0	100.00	98.20	vfdb	WP_000037389	(tssB) Type VI secretion system protein TssB [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	264134	264652	+	hcp2/tssD2	1-519/519	===============	0/0	100.00	99.04	vfdb	WP_001142968	(hcp2/tssD2) Type VI secretion system protein Hcp family [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	264862	267003	+	vgrG/tssI	1-2142/2142	===============	0/0	100.00	97.06	vfdb	WP_000103365	(vgrG/tssI) type VI secretion system effector VgrG [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	267082	270837	+	rhs/PAAR	7-3726/4209	========/=====.	9/46	88.26	91.70	vfdb	WP_000508696	(rhs/PAAR) Type VI secretion system protein PAAR family [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	336904	337614	-	yagV/ecpE	1-711/711	===============	0/0	100.00	100.00	vfdb	WP_001301550	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	337583	339226	-	yagW/ecpD	1-1644/1644	===============	0/0	100.00	100.00	vfdb	WP_001265657	(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	339216	341741	-	yagX/ecpC	1-2526/2526	===============	0/0	100.00	100.00	vfdb	WP_001131063	(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	341767	342435	-	yagY/ecpB	1-669/669	===============	0/0	100.00	100.00	vfdb	WP_000716386	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	342493	343080	-	yagZ/ecpA	1-588/588	===============	0/0	100.00	100.00	vfdb	WP_000730972	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	343155	343697	-	ykgK/ecpR	1-543/543	===============	0/0	100.00	100.00	vfdb	WP_000389022	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	353934	358175	+	fdeC	1-4245/4251	========/======	3/5	99.76	92.16	vfdb	WP_000092542	(fdeC) adhesin FdeC [FdeC (VF0506) - Adherence (VFC0001)] [Escherichia coli O45:K1:H7 str. S88]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	501539	503110	-	espY3	1-1572/1572	===============	0/0	100.00	100.00	vfdb	WP_000978349	(espY3) Type III secretion system effector EspY3 [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	678042	679424	+	ibeB	1-1383/1383	===============	0/0	100.00	97.18	vfdb	WP_000074207	(ibeB) Cu(+)/Ag(+) efflux RND transporter outer membrane channel CusC [Ibes (VF0237) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	690897	691517	-	entD	1-621/621	===============	0/0	100.00	93.88	vfdb	WP_001375021	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	691692	693932	-	fepA	1-2241/2241	===============	0/0	100.00	96.83	vfdb	WP_001034892	(fepA) ferrienterobactin outer membrane transporter [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	694175	695377	+	fes	1-1203/1203	===============	0/0	100.00	96.76	vfdb	WP_000125846	(fes) enterobactin/ferric enterobactin esterase [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	695595	699448	+	entF	1-3854/3882	========/======	2/2	99.25	95.67	vfdb	WP_000077767	(entF) enterobactin synthase multienzyme complex component ATP-dependent [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	699692	700825	+	fepE	1-1134/1134	===============	0/0	100.00	94.44	vfdb	WP_000096764	(fepE) LPS O-antigen length regulator [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	700822	701637	-	fepC	1-816/816	===============	0/0	100.00	96.32	vfdb	WP_000140634	(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	701634	702626	-	fepG	1-993/993	===============	0/0	100.00	94.16	vfdb	WP_000640938	(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	702623	703627	-	fepD	1-1005/1005	===============	0/0	100.00	96.62	vfdb	WP_001443194	(fepD) ferrienterobactin ABC transporter permease [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	703738	704988	+	entS	1-1251/1251	===============	0/0	100.00	96.24	vfdb	WP_001041793	(entS) enterobactin exporter iron-regulated [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	704992	705948	-	fepB	1-957/957	===============	0/0	100.00	97.49	vfdb	WP_001234311	(fepB) ferrienterobactin ABC transporter periplasmic binding protein [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	706137	707312	+	entC	1-1176/1176	===============	0/0	100.00	98.13	vfdb	WP_001336900	(entC) isochorismate synthase 1 [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	707322	708932	+	entE	1-1611/1611	===============	0/0	100.00	95.22	vfdb	WP_000026784	(entE) 23-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	708946	709803	+	entB	1-858/858	===============	0/0	100.00	98.14	vfdb	WP_001007140	(entB) isochorismatase [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	709803	710549	+	entA	1-747/747	===============	0/0	100.00	96.12	vfdb	WP_000348393	(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase EntA [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	926272	927252	+	nleB2	1-981/981	===============	0/0	100.00	100.00	vfdb	WP_000950813	(nleB2) Type III secretion system effector NleB2 [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	927286	928305	+	nleC	1-1020/1020	===============	0/0	100.00	100.00	vfdb	WP_115801843	(nleC) Type III secretion system effector NleC  zinc metalloprotease  [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	929133	930014	+	nleH1	1-882/882	===============	0/0	100.00	100.00	vfdb	WP_000951026	(nleH1) Type III secretion system effector NleH1 [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	930245	930943	+	nleD	1-699/699	===============	0/0	100.00	99.86	vfdb	WP_001247926	(nleD) Type III secretion system effector NleD [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	956867	958879	+	espX2	1-2013/2013	===============	0/0	100.00	99.95	vfdb	WP_010904544	(espX2) Type III secretion system effector EspX2 [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	1237707	1238747	-	ompA	1-1041/1041	===============	0/0	100.00	98.08	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236) - Invasion (VFC0083)] [Escherichia coli O18:K1:H7 str. RS218]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	1293927	1294960	-	tccP2	1-1034/1034	===============	0/0	100.00	100.00	vfdb		(tccP2) Tir-cytoskeleton coupling protein TccP2 [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	1352290	1353249	+	stx2A	1-960/960	===============	0/0	100.00	100.00	vfdb	WP_000649753	(stx2A) shiga-like toxin II A subunit encoded by bacteriophage BP-933W [Stx (VF0206) - Exotoxin (VFC0235)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	1353261	1353530	+	stx2B	1-270/270	===============	0/0	100.00	100.00	vfdb	WP_000738068	(stx2B) shiga-like toxin II B subunit encoded by bacteriophage BP-933W [Stx (VF0206) - Exotoxin (VFC0235)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	1545076	1545909	-	cgsG	1-834/834	===============	0/0	100.00	97.00	vfdb	WP_001189322	(cgsG) curli production assembly/transport protein CsgG [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	1545936	1546352	-	cgsF	1-417/417	===============	0/0	100.00	98.32	vfdb	WP_001264082	(cgsF) curli production assembly/transport protein CsgF [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	1546377	1546766	-	cgsE	1-390/390	===============	0/0	100.00	98.20	vfdb	WP_000833288	(cgsE) curli production assembly/transport protein CsgE [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	1546771	1547421	-	cgsD	1-651/651	===============	0/0	100.00	98.92	vfdb	WP_000481500	(cgsD) transcriptional regulator CsgD [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	1548176	1548631	+	csgB	1-456/456	===============	0/0	100.00	99.56	vfdb	WP_000791650	(csgB) curlin minor subunit CsgB [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	1548672	1549130	+	csgA	1-459/459	===============	0/0	100.00	92.16	vfdb	WP_000771429	(csgA) curlin major subunit CsgA [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	1549189	1549521	+	csgC	1-333/333	===============	0/0	100.00	99.70	vfdb	WP_000992818	(csgC) curli assembly protein CsgC [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	1663537	1665486	+	espX7/nleL	1-1950/1950	===============	0/0	100.00	99.95	vfdb	WP_010904627	(espX7/nleL) Type III secretion system effector NleL putative E3 ubiquitin ligase [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	1666077	1669479	+	espN	1-3403/3403	===============	0/0	100.00	99.91	vfdb		(espN) Type III secretion system effector EspN [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	1671788	1672063	-	espO1-1	1-276/276	===============	0/0	100.00	100.00	vfdb	NP_309594	(espO1-1) type III secreted effector [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. Sakai]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	1672124	1673485	-	espK	1-1362/1362	===============	0/0	100.00	100.00	vfdb	WP_000938118	(espK) Type III secretion system effector EspK [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	1860158	1860916	+	paa	1-759/759	===============	0/0	100.00	100.00	vfdb	WP_001449026	(paa) outer membrane adhesin Paa [Paa (VF0194) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	1872579	1873156	+	nleG2-4	1-576/576	========/======	2/2	100.00	99.48	vfdb	WP_001131642	(nleG2-4) DUF1076 domain-containing protein [TTSS secreted effectors (VF1111) - Effector delivery system (VFC0086)] [Escherichia coli O55:H7 str. CB9615]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	1873867	1874514	+	nleG7	1-648/648	===============	0/0	100.00	100.00	vfdb	WP_010904670	(nleG7) Type III secretion system effector NleG7 E3 Ubiquitin Ligase [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	1877841	1877955	+	east1	3-117/117	===============	0/0	98.29	90.44	vfdb	BAA94855	(east1) heat-stable enterotoxin 1 [EAST1 (VF0216) - Exotoxin (VFC0235)] [Escherichia coli O44:H18 042]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	1927752	1928327	+	nleG2-3	1-576/576	===============	0/0	100.00	100.00	vfdb	WP_001131658	(nleG2-3) DUF1076 domain-containing protein [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	1928400	1929029	+	nleG6-2	1-630/630	===============	0/0	100.00	100.00	vfdb	WP_010904693	(nleG6-2) DUF1076 domain-containing protein [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	1929111	1929752	+	nleG5-2	1-642/642	===============	0/0	100.00	100.00	vfdb	WP_001143808	(nleG5-2) T3SS effector NleG family protein [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	2023612	2024871	+	espR1	1-1260/1260	===============	0/0	100.00	100.00	vfdb	WP_000671689	(espR1) Type III secretion system effector espR1 [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	2042695	2044735	-	vgrG/tssI	1-2065/2142	========/======	1/24	95.28	91.57	vfdb	WP_000103365	(vgrG/tssI) type VI secretion system effector VgrG [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	2116354	2116995	-	nleG5-1	1-642/642	===============	0/0	100.00	100.00	vfdb	WP_001143784	(nleG5-1) DUF1076 domain-containing protein [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	2117077	2117706	-	nleG6-1	1-630/630	===============	0/0	100.00	100.00	vfdb	WP_001443810	(nleG6-1) DUF1076 domain-containing protein [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	2117779	2118354	-	nleG2-2	1-576/576	===============	0/0	100.00	99.83	vfdb	WP_001131659	(nleG2-2) DUF1076 domain-containing protein [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	2274910	2275500	-	espM1	1-591/591	===============	0/0	100.00	100.00	vfdb	WP_001144877	(espM1) Type III secretion system effector EspM1 Rho guanine exchange factor [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	2275684	2276331	+	nleG-1	1-648/648	===============	0/0	100.00	100.00	vfdb	WP_001303944	(nleG-1) T3SS effector E3 ubiquitin-protein ligase NleG [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	2277042	2277320	+	espO1-2	1-279/279	===============	0/0	100.00	100.00	vfdb	NP_309848	(espO1-2) type III secreted effector [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. Sakai]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	2280422	2280518	+	east1	21-117/117	..=============	0/0	82.91	97.94	vfdb	AHY03744	(east1) EAST1 [EAST1 (VF0188) - Exotoxin (VFC0235)] [Escherichia coli ONT:HND str. A16]	
data/genomes/EHEC_EDL933.fasta	NC_002655.2	2280938	2281507	-	nleF	1-570/570	===============	0/0	100.00	100.00	vfdb	WP_000938103	(nleF) Type III secretion system effector NleF caspase inhibitor [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
